"no_de_solicitud","fecha_de_creaci_n","tipo_de_solicitud","es_anonima","descripci_n_de_la_solicitud","estado","fue_delegada","origen"
"188871158006","23 diciembre 2021 02:08:29","Sugerencia","SI","Por favor necesito verificar la aceptaciòn de formulario de ica por los años fiscales anteriores","Cerrada","NO","Chat"
"188866954706","22 diciembre 2021 09:03:37","Sugerencia","SI","Buenas noches quería confirmar si es legal el proyecto los cerezos, me están ofreciendo unos lotes allá y me gustaría saber si está matriculado en planeación. Muchas gracias","Cerrada","NO","Chat"
"188855154906","22 diciembre 2021 11:29:44","Sugerencia","SI","Buenos días me reciben tarjeta de crédito scothia bank Colpatria para pagar el predial 
Gracia","Cerrada","SI","Chat"
"188845511506","22 diciembre 2021 10:55:49","Sugerencia","SI","Buenos días 

Solicito amablemente sea enviada la información tributaria actualizada hasta el día de hoy","Abierta","SI","Chat"
"188833367104","22 diciembre 2021 09:14:43","Reclamo","NO","Buenos dias,  CASO OFICIO IMP-673-2021 QUERELLA 042-21
Desde el día 26 de Mayo del 2021, radique ante la inspección Municipal una querella, sobre el Grave problema de basuras del predio denominado campo calderón,  desde esa fecha hasta el día 16 de Junio de 2021 se recibió citación, hasta el dia de hoy 22 de diciembre, El inspector municipal No ha ejecutado un fallo Final para la solución de este problema, (7) meses han pasado y no se ha tenido solución se han cancelados audiencias publicas que por que no hay un lugar para realizarlas, en este momento el inspector esta de vacaciones y este problema que afecta a toda la comunidad ya quedo para el 20222, asi que solicito comedidamente al ente encargo que me ayude a la revisión de este caso.","Abierta","SI","PQRDS"
"188828855206","21 diciembre 2021 04:01:32","Sugerencia","SI","Requiero factura para pagar impuesto predial adeudado del inmueble con cédula catastral 73-275-01-03-00-00-0074-0028-0-00-00-0000","Cerrada","NO","Chat"
"188811707801","21 diciembre 2021 12:36:37","Solicitud de información","NO","las fechas y/o dias de pago del reteica y autorretencion en el municipio de flandes","Cerrada","SI","PQRDS"
"188806200806","21 diciembre 2021 11:16:14","Sugerencia","SI","Deseo obtener el recibo para el pago de impuesto predial con cédula catastral 73-275-01-03-00-00-0218-0015-0-00-00-0000 gracias por su respuesta","Abierta","SI","Chat"
"188796369906","21 diciembre 2021 10:57:33","Sugerencia","SI","impuesto predial 2021","Cerrada","NO","Chat"
"188785701306","21 diciembre 2021 10:00:11","Sugerencia","SI","Solicitud información para inscripción ICA municipal","Cerrada","NO","Chat"
"188773649206","21 diciembre 2021 09:13:01","Sugerencia","SI","Buenos días como puedo solucionar lo del impuesto predial con el descuento ofrecido","Cerrada","NO","Chat"
"188766772506","20 diciembre 2021 02:49:55","Sugerencia","SI","para solicitar un paz y salvo","Cerrada","NO","Chat"
"188759967106","20 diciembre 2021 12:58:39","Sugerencia","SI","buen dia
deseo conocer tramites para venta de un lote en Flances
gracia","Cerrada","NO","Chat"
"188743435206","20 diciembre 2021 12:56:46","Sugerencia","SI","buenas tardes","Cerrada","NO","Chat"
"188736069606","20 diciembre 2021 11:27:01","Sugerencia","SI","Buen día, podría por favor suministrarme el correo electrónico de la inspección de policía","Cerrada","NO","Chat"
"188722371516","18 diciembre 2021 11:27:35","Sugerencia","SI","No encontre lo que buscaba (Sede Electrónica): LA PAGINA DEL IMPUESTO PREDIAL NO FUNCIONA Y SOLICITO COMEDIDAMENTE PODER ACCEDER PARA PAGO DE PREDIAL, CON LOS BENEFICIOS TRIBUTARIOS LEY 2155/21","Cerrada","SI","FeedBack"
"188711792006","18 diciembre 2021 11:22:21","Sugerencia","SI","Requiero informaciòn sobre deuda impuesto predial falndes tolima. en donde puedo consultar para obtener beneficios tributarios leyn 2155-21","Abierta","SI","Chat"
"188701044406","18 diciembre 2021 09:02:51","Sugerencia","SI","Estoy solicitando para el pago de los impuestos pero la pagina no lo permite","Abierta","SI","Chat"
"188694696006","17 diciembre 2021 04:30:05","Sugerencia","SI","certificado municipal y departamental del predio Catastral. #010301390005000. Matricula. #357_23496.Dolly Sáenz garcia","Abierta","SI","Chat"
"188689370506","17 diciembre 2021 12:25:13","Sugerencia","SI","Buenas tardes quisiera un estado de cuenta de un predio ubicado en flandes como podrían ayudarme","Cerrada","NO","Chat"
"188676782206","16 diciembre 2021 03:14:19","Sugerencia","SI","informacion","Cerrada","NO","Chat"
"188667142102","16 diciembre 2021 02:26:53","Petición","NO","Se adjunta derecho de petición - solicitud información tributaria.","Cerrada","NO","PQRDS"
"188652307606","16 diciembre 2021 11:15:26","Sugerencia","SI","solicitud paz y salvo","Cerrada","NO","Chat"
"188639865306","15 diciembre 2021 03:04:02","Sugerencia","SI","Solicito su colaboración para obtener el Paz y salvo por concepto de predial del 2021  del lote matriculado con el número catastral 000100053927804.","Cerrada","SI","Chat"
"188622923706","15 diciembre 2021 02:24:23","Sugerencia","SI","cancelacion de la inscripcion de ica","Cerrada","NO","Chat"
"188611938606","15 diciembre 2021 11:08:03","Sugerencia","SI","Buenos Dias,

Agradezco su colaboración indicando cuales son los formularios y procedimiento para inscripción como contribuyente ocasional por servicios esporadicos  prestados en su municipio","Cerrada","NO","Chat"
"188606346506","15 diciembre 2021 10:28:53","Sugerencia","SI","Buen día... por favor necesito urgente me confirmen cómo puedo sacar virtualmente un BOLETIN DE NOMENCLATURA  de una casa en Orquidea Real II. A qué número puedo llamar.. .el que tienen entra a buzón siempre ! Gracias...","Cerrada","NO","Chat"
"188592447506","15 diciembre 2021 08:59:33","Sugerencia","SI","factura impuesto flandes","Cerrada","NO","Chat"
"188581379406","14 diciembre 2021 09:02:02","Sugerencia","SI","Buenos días necesito solicitar el paz y salvo de predial y valorización","Cerrada","NO","Chat"
"188573099202","13 diciembre 2021 09:37:19","Petición","NO","Llevo solicitando el impuesto de mi predio de manera virtual, a su vez descargue la aplicación que están manejando y tampoco, me dicen q están actualizando los datos connla alcaldia, requiero el impuesto de la casa B 12 del conjunto acapulco. Quedo atenta a su respuesta","Cerrada","SI","PQRDS"
"188565318106","13 diciembre 2021 05:52:17","Sugerencia","SI","Buen día, 
cómo puedo obtener mi impuesto predial de Flandes?","Cerrada","NO","Chat"
"188553471806","13 diciembre 2021 03:08:22","Sugerencia","SI","predial","Cerrada","NO","Chat"
"188541266206","13 diciembre 2021 01:31:53","Sugerencia","SI","SOLICITUD RECIBO IMPUESTO PREDIAL","Cerrada","NO","Chat"
"188539705206","13 diciembre 2021 12:25:31","Sugerencia","SI","puestos de vacunacion covid-19","Cerrada","NO","Chat"
"188529550006","13 diciembre 2021 10:36:29","Sugerencia","SI","paz y salvo impuesto predial","Cerrada","NO","Chat"
"188518254602","13 diciembre 2021 08:47:12","Petición","NO","LIQUIDACIÓN IMPUESTO PREDIAL – LEASING HABITACIONAL FONDO NACIONAL 
DEL AHORRO","Abierta","SI","PQRDS"
"188507334806","13 diciembre 2021 08:33:34","Sugerencia","SI","Que pena ustedes me podrían ayudar con la preliquidacion del predial de un lote el número catastral es 00-01-0005-3299-000 matrícula inmobiliaria 357-37821","Cerrada","NO","Chat"
"188493866402","13 diciembre 2021 07:35:52","Petición","SI","Denuncia anónima a causa de problemática por destrozos en mobiliario de jardín en predios, allanamiento de morada, maullidos nocturnos y heces de felinos sin dueño.","Abierta","SI","PQRDS"
"188489744406","11 diciembre 2021 03:53:32","Sugerencia","SI","buenas tardes  solicito  el impuesto  predial   por  donde lo puedo imprimir","Cerrada","NO","Chat"
"188477688706","11 diciembre 2021 10:37:35","Sugerencia","SI","Buen día quiero saber cual es el código catastral de mi inmueble","Cerrada","NO","Chat"
"188468374204","11 diciembre 2021 08:24:02","Reclamo","NO","Taponamiento aguas negras, quejas de residentes sercanos a la zona enfermedad a residentes de la zona","Cerrada","NO","PQRDS"
"188458630406","10 diciembre 2021 11:26:31","Sugerencia","SI","Desde hace más dos meses he tratado q me entreguen la liquidación con beneficios de ley de los impuestos del inmueble de mi propiedad de los años 2016,2017,2018,2019 y 2020y no ha posible q funcionarios lentos ineficientes 
Atte Edgar Ricardo quilaguy Trujillo","Abierta","SI","Chat"
"178464810906","10 diciembre 2021 02:46:23","Sugerencia","SI","Buenas tardes, soy de bogota y debo presentar industria y comercio por los años 2019 y 2020 como puedo acceder al formulario de industria y comercio","Cerrada","NO","Chat"
"178454089406","09 diciembre 2021 06:05:02","Sugerencia","SI","Buenas tardes, 
quiero consultar por información de un lote ubicado en la fracción de peladero en jurisdicción del municipio de Flandes antes del Espinal hoy vereda paradero No 1 el cual hace parte de uno de mayor extensión denominado la VICTORIA, denominándose este lote No 9 de la Victoria, con una extensión de 4 hectareas   quiero saber si es legal, porque me lo estan vendiendo y si es viable realizar la compra de un lote en esta propiedad, gracias.","Cerrada","NO","Chat"
"178446879906","09 diciembre 2021 05:39:59","Sugerencia","SI","Con el debido respeto a usted, solicito me informe en que oficina se Registra una compraventa de un inmueble situado en Flandes Tolima. agradezco su  gentil información.  Atta. CECILIA LEON BEJARANO","Cerrada","NO","Chat"
"178431677406","09 diciembre 2021 10:50:34","Sugerencia","SI","Entrega del pai","Cerrada","NO","Chat"
"178422963706","09 diciembre 2021 10:30:22","Sugerencia","SI","Solicito paz y salvo de un predio","Cerrada","NO","Chat"
"178414598606","09 diciembre 2021 08:46:22","Sugerencia","SI","Buen dia...quisiera descargar impuesto predial para realizar el pago..pero no se la cedula catastral","Cerrada","NO","Chat"
"178407693506","09 diciembre 2021 08:33:10","Sugerencia","SI","buen dia quisiera descargar los impuestos de 2020 y 2021 y no se por que link","Cerrada","NO","Chat"
"178398853306","08 diciembre 2021 10:28:23","Sugerencia","SI","Buenas Noches, necesito poner una queja contra la Señora Linda Carolina Barrera Ordoñez, funcionaria de la institución, quien junto a Liliana Acosta y Luisa Fernanda Meneses Torres, psicóloga y trabajadora social de la Comisaria de Familia de Flandes , por usar sus influencias y cargos dentro de la institución para favorecer al señor Juan Carlos Barrero González. Estas funcionarias estarían impedidas por su amistad y cercanía con el demandante, están violando los derechos de mi hijo y los míos como mujer y madre, victima de violencia por parte de mi ex pareja. El pasado 11 de octubre de 2021, la señora Linda Carolina Barrera Ordoñez mientras yo me encontraba en la comisaria para que me informaran de qué se trataba la queja que había en mi contra, pues todos los procesos que adelanto en contra de Barrero González por violencia intrafamiliar y en pro de defender los derecho de mi hijo de 4 años y 8 meses con condición especial se adelantan en Bogotá, nuestra ciudad de residencia. Me pareció extraño que Linda  Carolina Barrero Ordoñez, funcionaria de la institución, se la pasara toda el tiempo sentada al lado del carro (en una silla rimax que le proporcionó el hermano de Barrero) en el que se movilizaba el padre de mi hijo, su hermano y otra señora que los acompañaba y conversaran de forma tan cercana y amigable. 3 personas que ese día me acompañaron me infomaron del hecho y de inmediato le pregunté a la comisaria Edna Ruth quien era esa funcionaria, a lo que ella respondió que no sabía bien su nombre y tampoco su cargo, pero si yo las vi hablando al interior de su oficina, ¿entonces por qué niega conocerla?. Por lo tanto decidí grabar la conversación con mi celular. En este momento temo por mi vida y la de mi hijo, pues debido a las acciones arbitrarias que esta funcionaria ha tomado contra mi, los hechos de violencia de mi ex pareja han tomado fuerza y  siguen tomando decisiones que van en contra de la realidad y de los procesos adelantados en la ciudad de Bogotá por juzgado de familia, comisaria de familia e ICBF","Cerrada","SI","Chat"
"178384665406","08 diciembre 2021 02:48:40","Sugerencia","SI","Buenas tardes, por medio de la presente me permito solicitar un certificado de paz y salvo de valorización del inmueble identificado con referencia catastral 10101970014000 del cual soy propietaria YASMIRA TALERO ORTIZ correo vcastro@puertobahia.com.co","Cerrada","NO","Chat"
"178372553806","07 diciembre 2021 03:11:03","Sugerencia","SI","información turística del municipio","Cerrada","NO","Chat"
"178368061202","07 diciembre 2021 11:02:07","Petición","NO","Derecho de petición solicitud de información sobre estado de valorización - Inmuebles Leasing Habitacional.","Cerrada","SI","PQRDS"
"178359702702","07 diciembre 2021 10:59:54","Petición","NO","Derecho de petición solicitud de información sobre estado de impuesto predial - Inmuebles Leasing Habitacional.","Abierta","NO","PQRDS"
"178345378502","07 diciembre 2021 10:59:09","Petición","NO","Derecho de petición solicitud de información sobre estado de impuesto predial - Inmuebles Leasing Habitacional.","Abierta","NO","PQRDS"
"178333889216","05 diciembre 2021 10:06:33","Sugerencia","SI","No encontre lo que buscaba (TODA NUESTRA NORMATIVIDAD): Como entidad pública  no hay  link y nada  para  leer","Cerrada","NO","FeedBack"
"178327436002","05 diciembre 2021 03:49:49","Petición","NO","solicitud certificado personería jurídica o representación legal","Cerrada","NO","PQRDS"
"178314132206","03 diciembre 2021 05:28:57","Sugerencia","SI","Buenas tardes, lo presente es para solicitud de la visita del sisiben pues tengo un puntaje muy alto a mi situacion vivo en arriendo, tengo 2 hijos menores de edad, no tengo un empleo fijo y el gobierno dice que no necesito ayuda solicito una visita para arreglar eso gracias","Cerrada","SI","Chat"
"178308547006","03 diciembre 2021 03:42:43","Sugerencia","SI","SOLICITO INFORMACION DE PLANEACION PARA UNA LICENCIA DE CONSTRUCCION","Cerrada","NO","Chat"
"178297384906","03 diciembre 2021 03:09:54","Sugerencia","SI","Envío paz y salvo por valorización","Cerrada","NO","Chat"
"178282357406","03 diciembre 2021 10:38:08","Sugerencia","SI","Necesito saber si puedo pagar un impuesto en lines","Cerrada","NO","Chat"
"178274904106","02 diciembre 2021 05:53:17","Sugerencia","SI","Buenos días,
Como puedo investigar la legalidad de los lotes que venden en el municipio, tiene la secretaria de planeación un listado de proyectos avalados, agradezco su orientación con respecto a este tema.
Gracias de antemano por la información 
Jhon Castellanos","Cerrada","SI","Chat"
"178264279802","02 diciembre 2021 02:23:25","Petición","NO","Buenas tardes

Mediante el presente correo anexo derecho de petición para la solicitud de documentos de contrato celebrado con la entidad.

Agradezco su atención.

Atentamente,
Olaguer Agudelo Prieto","Abierta","SI","PQRDS"
